Unnamed: 0,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,Operating Income,Interest Expense,Net Income,EPS,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,Net Profit Margin,Cash and cash equivalents,Short-term investments,Total debt,Retained earnings (deficit),Net Debt,Operating Cash Flow,Capital Expenditure,Dividend payments,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,grossProfitMargin,operatingProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,assetTurnover,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Dividend Yield,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Invested Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Dividends per Share Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Asset Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
MOMO,44755000,13.3033,15762000,28993000,-26137000,0,-25415000,-1.94,0,0.6478,-0.505,-0.5679,-1.856,-0.3279,-22610000,-0.5679,450968000,0,0,-107806000,,-5933000,-8740000,0,-14673000,0.0981,,,0,0,1.4963,,,0,,2.324128558,-0.567869512,0.647815886,1,-0.567869512,-0.058,-0.0577,0,,0.093531089,12.227,12.01705455,11.83239315,0,0,0,0,0,,1.086543549,-0.1391,-0.124,10.5745,0,-0.132566194,,1.0494,-0.5959,-0.1391,-0.124,10.3265,0,4318620000,,0,99.9994,1.4963,0,,,,,,-0.1617,0.6133,0,0,,12.227,0,0,0,0.1953,-3.1159,0.1483,,0,-0.058,427902000,478504000,-10577000,-0.0577,142.5297,-1.7252,-1.793,-3.762,-2.7308,-2.7308,0,-0.7644,,,,,,,,,,,,,,,,6.5923,0,Technology,25.45027239,1,18.8874441,33.77048511,-8.159324116,37.00604893
GLW,9715000000,0.2425,5663000000,4052000000,1956000000,123000000,2472000000,1.82,0.4,0.4171,0.503,0.3799,0.254,0.374,4891000000,0.2545,6068000000,0,3263000000,13021000000,-2805000000,4709000000,-1076000000,-591000000,3633000000,0.0954,1.3621,1.4747,12.5989,8.0905,6.2418,5.604471967,10.67615635,0.022393609,7.296352176,1.223015825,0.379927946,0.417086979,1,0.254451879,0.1195,0.1146,0.0565,0.692825112,0.323154708,4.405,3.256884682,2.611015491,0.1085,0.1512,0.130089494,0.131350133,30.0081,1.443150475,1.393160017,3.6736,2.834,4.7338,0.22,0.484714359,0.77150138,7.5789,1.9285,3.6736,2.834,16.8343,2.5455,29392777713,26587777713,12.5989,3.0255,6.2418,8.0905,1.3621,2.7368,5.4361,5.6462,7.3184,0.0794,0.1236,0.1512,0.1085,-0.5735,4.405,30.0081,0.0174,0.2285,0.1108,-0.8967,0.006,26.2555,0.0565,0.1195,7914000000,28416000000,23287000000,0.1146,0.219,0.4234,0.3814,0.2606,0.3481,0.291,0.0256,1.0549,0.1068,0.1693,0.1472,0.1771,0.2244,0.2188,0,0.0837,0.0247,0.2036,0.11,0.0787,0,0.1487,0.2114,0.0557,-0.0091,Technology,-18.60766203,0,39.04679333,34.46693184,-5.151887008,0.069180203
STX,13724000000,-0.0437,9878000000,3846000000,1776000000,195000000,1570000000,4.66,1.67,0.2802,0.192,0.1276,0.114,0.1459,2630000000,0.1144,2638000000,20000000,3920000000,-2677000000,1262000000,2558000000,-556000000,-557000000,2002000000,-0.0679,6.5924,9.6435,12.2146,9.5814,7.2665,5.707683894,9.299525732,0.038150018,8.04496403,5.155457415,0.127586709,0.280238997,1,0.114398135,0.2847,0.5544,0.2502,1.008997429,1.445849136,2.409,1.829441201,1.100083403,0.413,1.3842,0.58056872,0.58056872,8.9795,0.65255102,3.351694915,7.5905,6.189,7.8279,0.358,0.186388808,0.78264269,40.724,4.6588,7.5905,6.189,8.4036,11.632,18587748412,19849748412,12.2146,1.3544,7.2665,9.5814,6.5924,1.4464,7.5474,7.7599,9.915,0.0819,0.1077,1.3842,0.413,0.4798,2.409,8.9795,0.0293,0.2174,0.0405,-0.6325,0.0086,30.0878,0.2502,0.2847,3379000000,8596000000,7480000000,0.5544,-0.0239,-0.1438,-0.1506,-0.1458,-0.0624,-0.0603,0.1929,-0.1258,0.1145,0.1518,0.1874,0.1838,0.351,0.3939,0.1481,0,0.6021,0.0743,0.2142,0.1545,0.2364,0.4397,1.1013,0.0269,0.4116,Technology,-41.94568627,0,14.6275131,12.39963472,-5.36569813,60.10780631
ADBE,4147065000,0.0226,622080000,3524985000,412685000,59732000,268395000,0.54,0,0.85,0.177,0.1015,0.065,0.2747,734698000,0.0647,1117400000,2622091000,1514315000,6924294000,-2225176000,1287482000,-148332000,0,1139150000,0.0606,5.4165,23.1661,136.4444,32.2019,28.5418,28.49192498,136.6748284,0,52.69012106,5.41371825,0.101543622,0.849995117,1,0.064719265,0.0928,0.0396,0.05,0.742702891,0.384492003,1.845,1.736381585,0.447957153,0.1404,0.2235,0.1185231,0.182662824,7.05,0.85020752,1.59179165,2.586,2.288,2.2444,0,0.31045619,0.884789069,8.3297,0.5391,2.586,2.288,13.6099,3.0416,36747080236,34521904236,136.4444,8.861,28.5418,32.2019,5.4165,8.3244,46.9879,26.8135,30.305,0.0073,0.031,0.2235,0.1404,-3.0287,1.845,7.05,0,0.1152,0.0358,-0.473,0.0805,12.856,0.05,0.0928,2107893000,5594205000,3496685000,0.0396,0.0162,-0.006,-0.0237,-0.0745,-0.069,-0.0536,0,0.1535,0.0909,0.082,-0.0058,0.0577,0.0394,-0.0589,-0.0544,-0.0606,-0.3146,0.164,0.0786,0.0539,-1,0,0,0.0391,0.0002,Technology,29.85900912,1,11.93867085,69.34673348,27.3157059,46.86288765
CY,725497000,0.0039,361820000,363677000,22873000,5763000,17936000,0.11,0.44,0.5013,0.095,0.031,0.025,0.1136,69260000,0.0247,103736000,15076000,243250000,-379913000,124438000,103336000,-20947000,-69248000,82389000,-0.0532,11.4159,21.9314,132,28.0272,22.656,19.2177335,110.7205458,0.034870118,33.59409052,9.558684951,0.03104906,0.501279812,1,0.024722363,0.0652,0.0863,0.0395,1.069975541,0.976073652,1.136,0.708782092,0.377452407,0.3273,1.1708,0.53298761,0.539348613,3.9087,0.424813977,3.577646,0.6498,0.518,0.6523,4,0.142434772,0.797292328,4.562,0.1128,0.6498,0.518,1.3064,1.5296,2341183136,2465621136,132,3.227,22.656,28.0272,11.4159,3.3985,35.5995,23.8602,29.9266,0.0076,0.0352,1.1708,0.3273,1.7967,1.136,3.9087,0.0303,0.2027,0.0289,-0.4482,0.0692,1.7743,0.0395,0.0652,37479000,643667000,508349000,0.0863,0.0741,1.4704,1.393,1.3718,1.3438,1.3438,0,1.1911,-0.0499,-0.0011,-0.0898,-0.0645,0.0116,-0.2778,-0.0549,0,-0.5201,-0.1307,-0.2134,-0.1872,0,0,0.3471,-0.0257,0.0716,Technology,-29.45473916,0,,38.19828648,-17.25820767,85.40692845
TSM,24053432346,0.2032,12143695015,11909737332,9328723237,102049632.6,8018837701,1.5467,0.0126,0.4951,0.0209,0.4004,0.0105,0.2138,15945482925,0.3334,11302904172,2584176836,7904468199,21480913190,,14235228455,-9092160943,-2452807997,5143067512,,,,14.4695,3.5578,9.4574,1.14588822,2.0342076,0.150368496,2.156044694,0.506050565,0.400399839,0.495136709,1,0.333376027,0.0188,0.2488,0.2136,0.841524557,0.510288637,0.0879,2.471814426,1.594629006,0.1677,0.2452,0.173451388,0.196930508,94.3756,1.800909068,1.462340062,2763.6425,2.871,2194.3579,0.0082,0.591816929,0.361291533,4669.7591,1556.7857,2763.6425,2.871,6257.9229,1534.5819,1.89496E+11,,14.4695,0.7607,9.4574,3.5578,,,,,,0.0691,0.0519,0.2452,0.1677,,0.0879,94.3756,0.0006,0.6387,0.378,-1.4399,0,,0.2136,0.0188,4.0178E+11,46710229244,36223684294,0.2488,0.2641,0.315,0.3261,0.3017,0.3012,0.3012,-0.0597,1.0638,0.1143,0.2078,0.232,0.1134,0.2297,0.2405,0.1061,0.2322,0.2566,0.0981,0.1534,0.1965,0.1623,0.022,-0.0227,0.1148,0.0389,Technology,5.33163236,1,35.09134923,39.68705546,-6.727682546,66.5948137
ZAYO,1123200000,0.1183,344200000,779000000,56400000,203500000,-179300000,-0.8,0,0.6936,0.356,0.0548,-0.16,0.1831,399700000,-0.1596,297400000,0,3179000000,-331600000,2881600000,566500000,-360800000,0,205700000,-0.601,16.7041,0,0,25.1719,8.8143,0,,,8.640230173,0,0.054754274,0.693554131,1,-0.159633191,-0.0596,-0.4306,0.0081,,0.225465203,1.517,0.930629371,0.831888112,0.6381,7.6345,0.883442967,0.884185348,0.3022,0.178200692,11.96373679,2.5404,0.418,1.3336,0,0.504362536,0.363106796,5.0368,-0.804,2.5404,0.418,1.8673,14.2556,5150200000,8245300000,0,4.3805,8.8143,25.1719,16.7041,7.0131,25.2073,14.1114,42.3053,-0.0536,0.0378,7.6345,0.6381,7.2094,1.517,0.3022,0,0.6369,0.3212,-1.0668,0.2259,0,0.0081,-0.0596,184900000,3404700000,5928800000,-0.4306,0.1278,0.4964,-0.4868,-0.3069,-0.3115,-0.3115,0,1.2071,,,,,,,,,,,,,,,,0.1718,0.1178,Technology,-13.30290158,0,23.85978047,9.719732357,-37.16643436,51.84049951
NCR,6591000000,0.0764,4859000000,1732000000,353000000,181000000,191000000,1.14,0,0.2628,0.092,0.0492,0.029,0.0405,608000000,0.029,511000000,0,3618000000,1563000000,3107000000,524000000,-257000000,0,267000000,-0.6332,2.6243,0,25.5614,18.3244,9.3648,9.337034351,25.61573822,0,14.53060197,2.614968466,0.049157943,0.262782582,1,0.028978911,0.1351,0.1021,0.0359,1.335664336,0.76943731,1.492,0.925120773,0.246859903,0.4224,1.9337,0.647114296,0.659136455,1.7901,0.144831399,4.578300374,3.1209,1.59,3.0435,0,0.079502352,0.509541985,39.2555,1.1376,3.1209,1.59,11.1435,21.5485,4907176000,8014176000,25.5614,0.7445,9.3648,18.3244,2.6243,1.2159,13.1812,15.2942,30.0156,0.0391,0.0544,1.9337,0.4224,5.1102,1.492,1.7901,0,0.4905,0.039,-0.9049,0.0047,16.8765,0.0359,0.1351,1018000000,4880000000,5917000000,0.1021,-0.0046,-0.4969,-0.47,-0.5688,-0.5746,-0.5725,0,3.1077,0.021,0.0629,0.0544,0.0537,0.1379,0.0832,-0.0302,0,0,0.0002,0.2571,0.309,0,0,0,0.0565,0.0787,Technology,-16.29021335,0,66.70777435,-18.21462812,-33.77331152,47.66904929
PSTG,42733000,,24129000,18604000,-78129000,0,-78561000,-3.24,0,0.4354,-1.728,-1.8316,-1.838,-1.8604,-73839000,-1.8384,130885000,0,0,-128233000,-130885000,-67229000,-12273000,0,-79502000,0.1827,0,0,0,0,-37.4151,,,,,,-1.831605551,0.43535441,1,-1.838415276,-0.5347,0.6767,0,,0.230984195,5.623,4.99777069,4.488973488,0,0,,,0,,,-2.7738,-3.2802,5.4002,0,-1.573233801,,1.7631,-3.2414,-2.7738,-3.2802,-4.7897,0,3138562717,2565255717,0,8.8174,-37.4151,0,0,7.2067,0,-30.5806,-20.5706,-0.3718,-0.0397,0,0,1.7726,5.623,0,0,0,0.2872,-2.7698,0.1942,40.4705,0,-0.5347,134779000,185004000,24962000,0.6767,,,,,,,,,,,,,,,,,,,,,,,,,,Technology,-8.411766501,0,-21.12970503,40.72758662,-0.801968958,4.26569634
VMW,6035000000,0.159,917000000,5553000000,1190000000,26000000,886000000,2.06,0,0.8481,0.235,0.1776,0.147,0.3029,1417000000,0.1468,2071000000,5004000000,450000000,4198000000,-5575000000,1899000000,-333000000,0,1828000000,0.1569,4.6827,12.3736,40.0583,19.4272,16.2952,15.53522628,33.29728523,0,23.3397281,3.89149119,0.205302403,0.92013256,1,0.146810273,0.1496,0.1169,0.1561,0.845419847,0.396621977,2.223,2.163163163,0.518268268,0.0986,0.1979,0.165180046,0.165180046,47.6538,1.266,2.007123071,5.0656,5.104,4.8123,0,0.314664457,0.962611901,14.0233,2.0588,5.0656,5.104,17.6157,3.4855,35523588862,29948588862,40.0583,5.8863,16.2952,19.4272,4.6827,4.9625,21.1352,13.7379,16.3833,0.025,0.0515,0.1979,0.0986,-3.9344,2.223,47.6538,0,0.1754,0.0583,-1.0203,0.0817,28.5794,0.1561,0.1496,4886000000,11137000000,5937000000,0.1169,0.085,0.1558,0.1509,-0.1262,-0.1271,-0.1282,0,-0.1653,0.3579,0.2226,0.1617,0.3345,0.1517,0.0174,0.4489,0.3272,0.062,,0.2042,0.1586,0,0,0,0.0348,2.3333,Technology,-31.07103399,0,39.84014885,58.8742431,29.68258621,11.47913426
LRCX,4607309000,0.2802,2599828000,2007481000,677669000,0,632289000,3.84,0.18,0.4357,0.22,0.157,0.137,0.1241,1015617000,0.1372,1599169000,1612967000,1335469000,3575737000,-1876667000,717049000,-145503000,0,571546000,0.1713,2.3278,4.3861,17.599,19.4791,15.2804,14.34012613,16.26245767,0,12.50367422,2.04435683,0.157003361,0.435716597,1,0.137236074,0.1688,0.1257,0.1198,0.874096408,0.576395924,3.024,2.536504086,1.010852079,0.1671,0.2655,0.13976583,0.20980773,0,0.536926728,1.589210167,4.3526,3.31,9.7072,0.047,0.15563293,0.797080813,27.967,3.8381,4.3526,3.31,30.5312,8.1065,10956771013,9080104013,17.599,2.3781,15.2804,19.4791,2.3278,1.9708,8.9405,12.6632,15.8869,0.0568,0.0522,0.2655,0.1671,-1.8478,3.024,0,0.0027,0.2029,0.0316,-0.4979,0.0225,50.0827,0.1198,0.1688,3201661000,5633003000,3787302000,0.1257,0.4308,9.8519,4.7395,4.5523,4.7313,4.4848,0,0.0222,0.1469,0.2578,0.0219,0.1382,0,-0.1518,0.1981,0,-0.1315,0.1735,0.2142,0.1515,0,0,0,0.1025,-0.1042,Technology,1.362354898,1,38.11775716,73.69343318,-26.48169056,115.9554149
NXPI,5647000000,0.1728,3007000000,2640000000,1039000000,407000000,539000000,2.27,0,0.4675,0.246,0.1746,0.095,0.2024,1391000000,0.0954,1185000000,0,3956000000,-4804000000,2771000000,1468000000,-325000000,0,1143000000,-0.1441,33.7912,0,33.6564,15.9052,13.1021,12.27907478,33.44282332,0,16.64031759,33.5049847,0.174605985,0.46750487,1,0.095448911,0.2215,1.0019,0.1583,0.930915371,0.824379562,1.992,1.346969697,0.897727273,0.5775,7.3532,0.879749665,0.880284824,2.4226,0.371081901,12.73234201,6.1693,4.803,4.98,0,0.259961041,0.778610354,23.7315,2.2651,6.1693,4.803,2.2609,16.6251,19233814600,22004814600,33.6564,3.406,13.1021,15.9052,33.7912,3.8967,15.8194,14.9897,19.2518,0.0297,0.0594,7.3532,0.5775,1.9921,1.992,2.4226,0,0.2214,0.0576,-0.8025,0.0236,10.7462,0.1583,0.2215,1310000000,4156000000,5607000000,1.0019,0.2127,0.8674,0.6184,0.5489,0.6214,0.5956,0,0.676,,0.0774,0.1208,,0,1.0624,,0,0.1306,,-0.1041,-0.2109,,0,0,0.0622,0.1912,Technology,9.686235063,1,16.07057926,19.89555471,-37.50990789,71.62702612
YNDX,885352540.1,-0.2629,250013079.6,635339460.4,267225894.2,0,296820774,0.9295,0,0.7176,0.0093,0.4427,0.0058,0.1182,470152247.1,0.3353,307720479.2,156729042,455572801.3,915889154.4,,271114909.1,-166495178,0,104619731.1,0.1004,,,19.3222,0.956,21.7398,0.368923749,0.336973479,0,1.836243503,0.102900973,0.442708846,0.717611834,1,0.335257155,0.0114,0.3054,0.1646,0.757285873,0.536683088,0.0634,3.098253498,1.802165254,0.2762,0.4687,0.319121905,0.319121905,0,0.595107759,1.697179561,2797.8245,29.906,3175.583,0,0.306222546,0.385887045,9136.5726,3063.1013,2797.8245,29.906,10030.847,4701.3746,12103550000,,19.3222,0.1167,21.7398,0.956,,,,,,0.0518,0.0002,0.4687,0.2762,,0.0634,0,0,0.6141,0.1881,-2.1291,0.0238,,0.1646,0.0114,25788000000,1401039396,1378141295,0.3054,-0.2769,-0.2288,-0.3154,-0.2755,-0.2589,-0.2555,0,-0.6478,,0.6024,0.648,,0.547,0.5408,,0.7274,0.7332,,0.7299,0.5037,,0,0,-0.2392,-0.0881,Technology,-14.42569652,0,32.26017613,60.30347289,-18.69797599,58.0879728
GOOGL,66001000000,0.1888,25691000000,40310000000,16496000000,0,14136000000,20.91,0,0.6107,0.345,0.2693,0.214,0.1828,22754000000,0.2142,18347000000,46048000000,5237000000,75066000000,-59158000000,23024000000,-10959000000,0,12065000000,0.1643,3.469,4.3069,25.3783,29.7299,15.6351,15.57903349,25.37433978,0,16.71207995,3.453607424,0.269314101,0.610748322,1,0.214178573,0.1648,0.1361,0.2061,0.795274262,0.510895059,4.688,4.449192443,1.093450146,0.0405,0.0504,0.030143433,0.048003153,0,4.396410158,1.243857115,34.0624,17.849,27.1431,0,0.348843199,0.524018416,97.644,20.9133,34.0624,17.849,153.6538,7.7478,3.59982E+11,3.00824E+11,25.3783,5.4542,15.6351,29.7299,3.469,4.5579,13.2207,13.0656,24.9336,0.0394,0.0335,0.0504,0.0405,-2.5999,4.688,0,0,0.476,0.166,-2.201,0.0648,268.2731,0.2061,0.1648,61877000000,1.08981E+11,79092000000,0.1361,0.2024,0.1488,0.071,0.1102,0.093,0.0947,0,0.2245,0.2802,0.2124,0.1861,0.297,0.1833,0.1485,0.3509,0.1527,0.1164,0.3511,0.2205,0.1962,0,0,0,0.1647,-0.0015,Technology,46.91908747,1,4.3466251,30.36967509,-2.632290142,26.99491281
CGNX,426449000,0.3861,94067000,332382000,127852000,0,121485000,0.7,0,0.7794,0.363,0.3339,0.285,0.3351,154867000,0.2849,55694000,90456000,0,523946000,-146150000,163841000,-20934000,0,142907000,0.0406,4.8717,5.5249,29.5214,25.1201,21.9577,21.47124713,28.95724247,0,23.07505538,4.776879219,0.333920352,0.779417937,1,0.2848758,0.5122,0.165,0.1343,0.853125,0.518962341,3.37,2.308091826,0.690358728,0,0,0,0,0,,1.115823893,0.9432,0.823,0.3206,0,0.384198345,0.872229784,2.4549,0.6993,0.9432,0.823,4.2393,0,3597576835,3451426835,29.5214,8.4361,21.9577,25.1201,4.8717,8.0934,22.2864,21.0657,24.1516,0.0339,0.0397,0,0,-0.9437,3.37,0,0,0.1278,0.0491,-1.6792,0.0355,8.1738,0.1343,0.5122,191237000,734676000,598308000,0.165,0.358,0.6783,0.6618,0.6512,0.6471,0.6386,0,0.6651,0.0826,0.1725,0.0849,0.1051,0.6488,0.2232,0.1292,0,0.1878,0.0524,0.1126,0.0868,-1,-1,-1,0.1579,0,Technology,-16.86703868,0,92.37600875,93.98175036,-36.75639062,45.83708295
FSLR,3391187000,0.0246,2566246000,824941000,421999000,1982000,395964000,3.96,0,0.2433,0.199,0.1265,0.117,0.1409,674932000,0.1168,1889107000,509032000,213473000,2243689000,-2184666000,735516000,-257549000,0,477967000,0.4888,0.8957,0.934,11.2626,9.3357,6.0766,6.066000685,11.26779344,0,9.649596641,0.893849981,0.126543892,0.243260251,1,0.116762656,0.1117,0.0793,0.0782,0.926986178,0.504566514,3.076,2.630740031,1.88808932,0.0318,0.0428,0.031448934,0.04101338,216.5156,3.44547554,1.346490735,7.3516,4.777,18.882,0,0.216890428,0.649839025,33.8956,3.9577,7.3516,4.777,49.8909,2.1337,4469418360,2284752360,11.2626,1.318,6.0766,9.3357,0.8957,0.6737,3.3852,3.1063,4.7801,0.0888,0.1069,0.0428,0.0318,-3.2369,3.076,216.5156,0,0.3502,0.0759,-1.0478,0.0129,66.6061,0.0782,0.1117,2077115000,6516770000,3840597000,0.0793,-0.0459,0.1213,0.1393,0.129,0.0588,0.0627,0,-0.3072,0.5976,0.065,0.0179,0,-0.0189,0,0,-0.1239,0,0.6654,0.0945,0.0562,0,0,0,-0.0236,-0.0441,Technology,48.1256992,1,-51.90347787,101.3118509,-39.71319196,31.48495601
MX,698218000,-0.049,545356000,152862000,-77126000,16833000,-117232000,-3.44,0,0.2189,-0.099,-0.1416,-0.168,-0.0786,-68887000,-0.1679,102434000,0,224035000,-11343000,121601000,-37469000,-17399000,0,-54868000,-0.2679,0,0,0,0,-12.1151,,,0,,,-0.141611932,0.218931623,1,-0.167901716,-0.3547,6.3362,-0.1883,,1.323056633,1.631,1.098858058,0.605140808,0.4245,-12.1087,1.090019608,1.090019608,-5.8739,-0.167246189,,-1.1002,-1.6111,3.0079,0,-0.053663755,,20.5023,-3.4424,-1.1002,-1.6111,-0.5433,6.5785,453940447.2,575541447.2,0,0.6501,-12.1151,0,0,0.8243,0,-15.3605,-10.4896,-0.2648,-0.1209,-12.1087,0.4245,-1.7652,1.631,-5.8739,0,0,0.0249,-0.5802,0.003,6.4829,-0.1883,-0.3547,106763000,525280000,477608000,6.3362,-0.0142,-1.5264,-1.8813,-0.826,-0.8901,-0.8901,0,-3.081,,,0.0227,,,0,,,0,,,0,,,0,-0.1559,0.0005,Technology,-58.96043583,0,23.99999619,57.93650013,-38.81773131,74.5864585
BKI,852100000,,0,852100000,29100000,128700000,0,,0,1,0.366,0.1448,0,-0.0557,312200000,0,61900000,0,2135100000,-146700000,2073200000,19400000,-66900000,-16900000,-47500000,-0.3508,2.4916,0,106.6452,53.1558,33.1721,,,,6.830877643,,0.144818683,1,1,0,0,0,0.006,,0.23680627,1.138,0.996548323,0.305226824,0.5934,2.3284,0.693074941,0.699551129,0.9588,0.009086225,3.923991276,,,,,0.022767281,-2.448453608,,,,,,,4597659568,6210459568,106.6452,5.1393,33.1721,53.1558,2.4916,6.9422,19.9501,44.8085,166.0551,0.0094,0.0081,2.3284,0.5934,6.6406,1.138,0.9588,0,3.4485,0.0785,-0.3543,0.0075,9.4166,0.006,0,27900000,470000000,2340400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,Technology,21.95,1,19.3935547,16.33728758,-1.723003549,43.41638049
CTSH,10263000000,0.1606,6141000000,4122000000,1885000000,3000000,1439000000,2.37,0,0.4016,0.208,0.1878,0.14,0.1229,2135000000,0.1402,2010100000,1764600000,1637500000,7301600000,-2137200000,1473000000,-212000000,0,1261000000,0.0667,4.1385,7.3254,22.2194,25.3904,21.7689,21.2388888,21.74071105,0,16.03394998,4.041870133,0.187761863,0.401636948,1,0.140212414,0.2835,0.1859,0.2027,0.747920998,0.894067427,2.477,2.340959068,0.775471625,0.1427,0.2116,0.108035539,0.174616377,642.3333,0.899541985,1.483036614,2.4227,2.074,3.3061,0,0.143525285,0.856076035,16.8799,2.3668,2.4227,2.074,12.7306,2.6933,32065608188,29928408188,22.2194,3.1244,21.7689,25.3904,4.1385,2.9161,14.018,20.318,23.7339,0.045,0.0393,0.2116,0.1427,-1.001,2.477,642.3333,0,0.1439,0.0207,-1.0192,0.0108,26.0482,0.2027,0.2835,3828500000,8111700000,5147000000,0.1859,0.1521,0.1417,0.1234,0.1713,0.1675,0.1634,0,0.085,0.3117,0.2474,0.187,0.2585,0.1615,0.1886,0.286,0.2101,0.1756,0.3084,0.2299,0.2501,0,0,0,0.4111,0,Technology,13.95481766,1,-3.612593806,26.46816468,-9.334746226,-0.460492421
CTXS,3142856000,0.0769,620219000,2522637000,302311000,28332000,251723000,1.48,0,0.8027,0.202,0.0967,0.08,0.2165,634308000,0.0801,260149000,529260000,1292953000,3155264000,503544000,845981000,-165417000,0,680564000,-0.0616,3.7782,0,34.3272,12.6815,9.6669,10.09782651,33.93638789,0,15.91603979,3.930066487,0.096739399,0.802657519,1,0.080093711,0.5402,0.1158,0.0603,0.913012412,0.570183601,1.062,0.920572112,0.163604508,0.2346,0.5948,0.372974599,0.372974599,10.7313,0.654301432,2.535835889,4.9799,4.006,1.5314,0,0.269175871,0.80446724,18.5006,1.4818,4.9799,4.006,12.7953,7.611,8178004953,8681548953,34.3272,2.6021,9.6669,12.6815,3.7782,2.7623,13.6866,10.2621,12.7564,0.0291,0.0832,0.5948,0.2346,0.7938,1.062,10.7313,0,0.1955,0.0526,-0.5009,0.0519,21.1609,0.0603,0.5402,98215000,3324439000,2767134000,0.1158,0.0443,-0.2164,-0.2059,-0.2586,-0.1868,-0.1833,0,-0.1109,0.1547,0.1582,0.1624,0.1223,0.1335,0.1116,0.0666,0.0712,-0.0799,0.0886,0.0123,-0.0425,0,0,0,0.0575,0,Technology,19.17138715,1,20.41258032,22.61223117,15.89857946,10.03206518
SABR,2631417000,0.0427,1742478000,888939000,421345000,218877000,69223000,0.24,0.18,0.3378,0.222,0.1119,0.022,0.061,584009000,0.0263,155679000,0,3062444000,-1775616000,2906765000,387659000,-227227000,-47904000,160432000,-0.5404,64.4474,0,84.4583,30.1504,13.8754,11.39305308,63.80277601,0.010846304,13.03457235,52.7282009,0.111870905,0.337817609,1,0.026306359,0.1977,0.8264,0.0729,0.91683664,0.566740389,0.776,0.57818078,0.173567955,0.6596,36.5613,0.973185614,0.973376823,1.345,0.126584845,55.43173515,1.6245,0.6723,0.6524,0.75,0.147319486,0.413848253,11.027,0.2901,1.6245,0.6723,0.351,12.8333,5378938719,8285703719,84.4583,2.0441,13.8754,30.1504,64.4474,3.1488,14.1876,21.3737,51.6462,0.0118,0.0298,36.5613,0.6596,4.9773,0.776,1.345,0.0089,0.5862,0.0864,-0.7845,0.0076,1.3042,0.0729,0.1977,-201052000,2009588000,4019419000,0.8264,0.0862,0.2898,0.1061,1.4216,1.3117,1.3108,0,7.5751,,,-0.1197,,,-0.0696,,,0,,,,,,0,-0.0237,-0.1789,Technology,41.19229867,1,-7.281675948,-15.01194867,7.276001771,7.760134196
